sample_id,split,primary_kind,resource_count,question_word_count,question_simplified_word_count,prompt_pair_similarity,yaml_max_depth,yaml_mapping_nodes,yaml_list_nodes,yaml_scalar_nodes,yaml_total_nodes,target_yaml_char_count,leakage_reasons,duplicate_yaml_group_size,block_count,max_block_level,metadata,spec,containers,image,ports,env,volumes,volumeMounts,selector,template,data,rules,subjects,roleRef
q180,test,Pod,1,124,49,0.354386,9,13,3,14,30,548,sample_id_only,1,25,5,True,True,True,True,False,True,False,False,False,False,False,False,False,False
q181,train,Pod,1,86,68,0.669759,8,8,3,9,20,273,sample_id_only,1,16,4,True,True,True,True,True,False,False,False,False,False,False,False,False,False
q182,train,Pod,1,55,47,0.430657,7,7,4,13,24,440,sample_id_only,1,20,3,True,True,True,True,False,False,True,True,False,False,False,False,False,False
q183,train,Pod,1,65,58,0.856813,7,8,4,12,24,330,sample_id_only,1,20,3,True,True,True,True,False,False,True,True,False,False,False,False,False,False
q184,train,Pod,1,88,55,0.327519,7,9,6,15,30,488,sample_id_only,1,24,3,True,True,True,True,False,False,True,True,False,False,False,False,False,False
q185,train,Pod,1,62,32,0.075134,7,7,3,14,24,305,sample_id_only,1,22,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False
q186,train,Pod,1,56,38,0.729767,9,7,3,11,21,393,sample_id_only,1,18,5,True,True,True,True,False,True,False,False,False,False,False,False,False,False
q187,train,Pod,1,44,41,0.609351,8,6,3,9,18,275,sample_id_only,1,15,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False
q188,train,Pod,1,71,60,0.677895,7,7,4,12,23,396,sample_id_only,1,19,3,True,True,True,True,False,False,True,True,False,False,False,False,False,False
q189,train,Pod,1,57,33,0.471735,7,7,3,8,18,238,sample_id_only,1,14,3,True,True,True,True,False,False,True,True,False,False,False,False,False,False
q190,train,Pod,1,64,49,0.494624,9,11,5,13,29,411,sample_id_only,1,23,5,True,True,True,True,False,False,True,True,False,False,False,False,False,False
q191,train,NetworkPolicy,1,18,16,0.833333,5,5,1,5,11,167,sample_id_only,1,10,3,True,True,False,False,False,False,False,False,False,False,False,False,False,False
q192,train,PodDisruptionBudget,1,28,28,0.814371,5,5,0,5,10,146,sample_id_only,1,9,3,True,True,False,False,False,False,False,False,True,False,False,False,False,False
q193,train,ReplicaSet,1,33,22,0.805405,7,11,1,9,21,328,sample_id_only,1,19,4,True,True,True,True,False,False,False,False,True,True,False,False,False,False
q194,test,Pod,3,108,94,0.809369,7,21,3,22,46,659,sample_id_only,1,40,4,True,True,True,True,False,False,False,False,True,True,False,False,False,False
q195,test,ReplicaSet,2,113,62,0.652572,9,16,1,17,34,586,sample_id_only,1,31,6,True,True,True,True,False,False,False,False,True,True,False,False,False,False
q196,train,ReplicaSet,1,60,48,0.699168,9,13,1,12,26,470,sample_id_only,1,24,6,True,True,True,True,False,False,False,False,True,True,False,False,False,False
q197,train,ReplicaSet,1,69,44,0.697851,9,12,1,10,23,370,sample_id_only,1,21,6,True,True,True,True,False,False,False,False,True,True,False,False,False,False
q198,train,ReplicaSet,1,57,39,0.065434,9,11,2,10,23,367,sample_id_only,1,20,5,True,True,True,True,False,True,False,False,True,True,False,False,False,False
q199,train,ReplicaSet,1,31,22,0.803371,8,10,2,10,22,339,sample_id_only,1,20,4,True,True,True,True,False,False,False,False,True,True,False,False,False,False
q200,train,ReplicaSet,1,34,23,0.739884,9,12,4,13,29,415,sample_id_only,1,25,4,True,True,True,True,True,True,False,False,True,True,False,False,False,False
q201,train,ReplicaSet,1,44,32,0.315152,7,10,1,9,20,334,sample_id_only,1,18,4,True,True,True,True,False,False,False,False,True,True,False,False,False,False
q202,train,ReplicaSet,1,84,49,0.549538,9,12,4,16,32,465,sample_id_only,1,28,4,True,True,True,True,True,True,False,False,True,True,False,False,False,False
q203,train,ReplicaSet,1,60,44,0.053292,7,11,1,10,22,323,sample_id_only,1,20,4,True,True,True,True,False,False,False,False,True,True,False,False,False,False
q204,train,ReplicationController,1,41,27,0.796954,9,10,3,12,25,361,sample_id_only,1,22,4,True,True,True,True,True,False,False,False,False,True,False,False,False,False
q205,test,ReplicationController,1,72,62,0.542751,9,20,4,30,54,903,sample_id_only,1,46,5,True,True,True,True,False,False,True,True,True,True,False,False,False,False
q206,train,ReplicationController,1,88,73,0.435034,9,13,3,17,33,534,sample_id_only,1,29,6,True,True,True,True,True,True,False,False,False,True,False,False,False,False
q207,train,ResourceQuota,1,52,24,0.58952,7,6,2,9,17,242,sample_id_only,1,15,3,True,True,False,False,False,False,False,False,False,False,False,False,False,False
q208,train,ResourceQuota,1,30,20,0.766082,4,4,0,7,11,180,sample_id_only,1,10,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False
q209,train,ResourceQuota,1,32,28,0.897959,4,4,0,6,10,149,sample_id_only,1,9,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False
q210,train,ResourceQuota,1,29,24,0.897756,7,5,2,6,13,211,sample_id_only,1,11,3,True,True,False,False,False,False,False,False,False,False,False,False,False,False
q211,train,ClusterRole,1,25,22,0.883871,5,3,4,8,15,186,sample_id_only,1,13,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
q212,test,RoleBinding,1,45,24,0.706897,4,4,1,10,15,277,exact_yaml_duplicate,2,13,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True
q213,test,RoleBinding,1,46,30,0.542902,4,4,1,10,15,277,exact_yaml_duplicate,2,13,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True
q214,train,ClusterRoleBinding,1,25,19,0.855457,4,4,1,9,14,271,sample_id_only,1,12,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True
q215,train,ClusterRole,1,41,20,0.602817,5,5,10,16,31,331,sample_id_only,1,27,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
q216,train,ClusterRole,1,83,62,0.577215,5,6,13,18,37,404,sample_id_only,1,32,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
q217,train,ClusterRole,1,60,52,0.921776,5,6,13,19,38,412,sample_id_only,1,33,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
q218,train,ServiceAccount,3,91,72,0.735584,5,10,8,27,45,684,sample_id_only,1,39,1,True,False,False,False,False,False,False,False,False,False,False,True,True,True
q219,train,RoleBinding,1,21,19,0.905983,4,4,1,8,13,205,sample_id_only,1,11,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True
q220,train,ClusterRole,1,21,15,0.742049,5,3,5,7,15,213,sample_id_only,1,13,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
q221,train,ClusterRole,1,29,17,0.531561,5,3,4,7,14,180,sample_id_only,1,12,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
q222,train,Role,2,45,33,0.070175,5,7,5,17,29,435,sample_id_only,1,25,1,True,False,False,False,False,False,False,False,False,False,False,True,True,True
q223,train,RoleBinding,1,68,39,0.524434,4,4,1,10,15,267,sample_id_only,1,13,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True
q224,test,RoleBinding,1,32,19,0.652291,4,4,1,11,16,270,exact_yaml_duplicate,2,14,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True
q225,test,RoleBinding,1,46,45,0.470277,4,4,1,11,16,266,exact_yaml_duplicate,2,14,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True
q226,train,Role,2,47,37,0.153285,5,7,5,18,30,425,sample_id_only,1,26,1,True,False,False,False,False,False,False,False,False,False,False,True,True,True
q227,train,RoleBinding,1,59,36,0.426316,4,4,1,11,16,260,sample_id_only,1,14,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True
q228,train,Secret,1,33,20,0.608108,3,3,0,4,7,103,sample_id_only,1,6,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
q229,train,Secret,1,63,52,0.898058,3,3,0,6,9,1304,sample_id_only,1,50,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
q230,train,Secret,1,43,31,0.793651,3,3,0,9,12,268,sample_id_only,1,11,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
q231,train,Secret,1,35,27,0.798165,3,3,0,6,9,117,sample_id_only,1,8,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
q232,train,Secret,1,74,23,0.433099,4,4,0,6,10,193,sample_id_only,1,9,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False
q233,train,Secret,1,84,33,0.195258,3,3,0,6,9,147,sample_id_only,1,8,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
q234,train,Secret,1,108,90,0.932412,3,3,0,7,10,155,sample_id_only,1,9,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
q235,train,Secret,1,19,14,0.747826,3,3,0,6,9,113,sample_id_only,1,8,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
q236,train,Secret,2,41,33,0.511785,7,10,4,17,31,515,sample_id_only,1,26,3,True,True,True,True,False,False,True,True,False,False,True,False,False,False
q237,train,Secret,2,63,46,0.396947,7,10,4,17,31,535,sample_id_only,1,26,3,True,True,True,True,False,False,True,True,False,False,True,False,False,False
q238,train,Secret,1,28,20,0.798658,3,3,0,6,9,137,sample_id_only,1,8,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
q239,train,Secret,1,46,40,0.66967,3,3,0,5,8,226,sample_id_only,1,13,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
q240,train,Service,1,58,54,0.830694,5,5,1,8,14,181,sample_id_only,1,12,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q241,train,Service,1,55,24,0.640909,5,5,1,7,13,167,sample_id_only,1,11,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q242,train,Service,1,47,28,0.762332,5,6,1,14,21,279,sample_id_only,1,18,2,True,True,False,False,True,False,False,False,False,False,False,False,False,False
q243,train,Service,1,28,20,0.676157,5,5,1,7,13,159,sample_id_only,1,11,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q244,train,Service,1,44,31,0.292208,5,7,1,15,23,431,sample_id_only,1,20,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q245,train,Service,1,43,31,0.864035,5,6,1,11,18,251,sample_id_only,1,16,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q246,train,Deployment,2,72,46,0.691038,9,16,3,16,35,496,sample_id_only,1,30,4,True,True,True,True,True,False,False,False,True,True,False,False,False,False
q247,train,Service,1,44,29,0.732057,5,5,1,7,13,155,sample_id_only,1,11,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q248,train,Service,1,55,38,0.475694,5,6,3,12,21,302,sample_id_only,1,19,2,True,True,False,False,True,False,False,False,False,False,False,False,False,False
q249,train,Service,1,48,23,0.553459,5,5,1,5,11,124,sample_id_only,1,9,2,True,True,False,False,True,False,False,False,False,False,False,False,False,False
q250,train,Service,1,77,30,0.082037,5,6,1,8,15,187,sample_id_only,1,13,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q251,train,Service,1,59,54,0.776879,5,6,1,10,17,219,sample_id_only,1,15,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q252,train,Service,2,37,28,0.81592,6,9,4,11,24,268,sample_id_only,1,18,2,True,True,False,False,True,False,False,False,False,False,False,False,False,False
q253,train,Service,1,26,25,0.979592,5,6,1,8,15,231,sample_id_only,1,13,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q254,train,Service,1,34,33,0.983982,5,6,2,10,18,275,sample_id_only,1,16,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q255,train,Service,1,33,32,0.983759,5,5,2,9,16,230,sample_id_only,1,14,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q256,train,Service,1,78,34,0.369085,5,7,1,17,25,358,sample_id_only,1,21,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q257,test,Service,1,176,59,0.291209,5,4,1,7,12,187,sample_id_only,1,10,1,True,True,False,False,True,False,False,False,False,False,False,False,False,False
q258,train,Service,1,66,59,0.872458,5,6,1,9,16,247,sample_id_only,1,14,2,True,True,False,False,True,False,False,False,True,False,False,False,False,False
q259,train,Service,1,61,61,0.892342,3,3,0,5,8,149,sample_id_only,1,7,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False
q260,train,ServiceAccount,1,68,39,0.474128,3,2,0,3,5,61,sample_id_only,1,4,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
q261,train,ServiceAccount,1,12,8,0.80597,3,2,0,3,5,64,sample_id_only,1,4,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
q262,train,ServiceAccount,1,24,24,0.902857,4,3,0,5,8,176,sample_id_only,1,7,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
q263,train,ServiceAccount,3,54,27,0.606426,5,9,5,20,34,486,sample_id_only,1,29,1,True,False,False,False,False,False,False,False,False,False,False,True,True,True
q264,test,Service,2,77,60,0.114514,9,23,6,25,54,807,sample_id_only,1,47,5,True,True,True,True,True,False,False,True,True,True,False,False,False,False
q265,train,StatefulSet,2,80,66,0.8064,9,20,4,22,46,809,sample_id_only,1,40,5,True,True,True,True,False,True,False,False,True,True,False,False,False,False
q266,train,StatefulSet,1,79,60,0.019504,10,15,3,17,35,657,sample_id_only,1,31,6,True,True,True,True,False,True,False,False,True,True,False,False,False,False
q267,train,PodDisruptionBudget,2,72,59,0.677116,7,16,1,16,33,538,sample_id_only,1,30,4,True,True,True,True,False,False,False,False,True,True,False,False,False,False
q268,test,StatefulSet,1,76,65,0.154286,13,19,6,23,48,1010,sample_id_only,1,44,8,True,True,True,True,False,False,False,False,True,True,False,False,False,False
q269,train,StatefulSet,1,60,55,0.819539,8,16,3,14,33,552,sample_id_only,1,30,5,True,True,True,True,False,False,False,False,True,True,False,False,False,False
q270,train,StatefulSet,1,77,62,0.86685,9,16,4,14,34,559,sample_id_only,1,30,5,True,True,True,True,False,False,False,True,True,True,False,False,False,False
q271,train,Service,2,65,51,0.506369,9,23,6,24,53,773,sample_id_only,1,46,5,True,True,True,True,True,False,False,True,True,True,False,False,False,False
q272,train,Service,2,68,45,0.38481,9,23,6,24,53,782,sample_id_only,1,46,5,True,True,True,True,True,False,False,True,True,True,False,False,False,False
q273,train,Service,2,51,36,0.746324,9,23,6,25,54,810,sample_id_only,1,47,5,True,True,True,True,True,False,False,True,True,True,False,False,False,False
q274,train,Service,2,67,28,0.268987,9,17,3,20,40,552,sample_id_only,1,35,5,True,True,True,True,True,False,False,False,True,True,False,False,False,False
q275,train,StatefulSet,1,50,25,0.59176,9,13,2,14,29,492,sample_id_only,1,25,5,True,True,True,True,False,True,False,False,True,True,False,False,False,False
q276,train,StatefulSet,1,70,59,0.76908,9,15,3,18,36,614,sample_id_only,1,30,5,True,True,True,True,True,True,False,False,True,True,False,False,False,False
q277,train,StatefulSet,1,78,70,0.90267,9,16,2,18,36,645,sample_id_only,1,32,6,True,True,True,True,False,True,False,False,True,True,False,False,False,False
q278,train,StorageClass,1,47,27,0.684,3,3,1,9,13,236,sample_id_only,1,12,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
q279,test,StorageClass,3,100,59,0.529767,7,15,4,20,39,653,sample_id_only,1,33,3,True,True,True,True,False,False,True,True,False,False,False,False,False,False
q280,train,StorageClass,1,43,24,0.227451,7,5,3,9,17,314,sample_id_only,1,14,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
q281,train,StorageClass,1,48,33,0.034286,3,2,0,5,7,158,sample_id_only,1,6,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
q282,train,StorageClass,1,69,21,0.430868,3,3,0,7,10,188,sample_id_only,1,9,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False
q283,train,StorageClass,2,61,39,0.346995,5,7,1,10,18,296,sample_id_only,1,16,3,True,True,False,False,False,False,False,False,False,False,False,False,False,False
q284,train,StorageClass,2,58,26,0.644182,5,7,1,10,18,297,sample_id_only,1,16,3,True,True,False,False,False,False,False,False,False,False,False,False,False,False
